unemployment_rate,Government Response Index,Containment Health Index,Economic Support Index,Stringency Index
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
11.1,64.06,64.29,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,65.62,66.07,62.5,68.98
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
10.2,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
8.4,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,64.58,64.88,62.5,67.13
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
7.8,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,64.06,64.29,62.5,66.2
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.9,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,61.98,61.9,62.5,62.5
6.7,63.54,63.69,62.5,65.28
6.7,63.54,63.69,62.5,65.28
6.7,63.54,63.69,62.5,65.28
6.7,63.54,63.69,62.5,65.28
6.7,63.54,63.69,62.5,65.28
6.7,63.54,63.69,62.5,65.28
6.7,63.54,63.69,62.5,65.28
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,69.27,70.24,62.5,75.46
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,67.19,67.86,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.7,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.3,68.44,69.29,62.5,71.76
6.2,68.44,69.29,62.5,71.76
6.2,68.44,69.29,62.5,71.76
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,66.35,66.9,62.5,68.06
6.2,67.6,68.33,62.5,68.06
6.2,67.6,68.33,62.5,68.06
6,67.6,68.33,62.5,68.06
6,67.6,68.33,62.5,68.06
6,67.6,68.33,62.5,68.06
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,65.52,65.95,62.5,64.35
6,66.56,67.14,62.5,66.2
6,63.96,64.17,62.5,61.57
6,63.96,64.17,62.5,61.57
6,63.96,64.17,62.5,61.57
6,63.96,64.17,62.5,61.57
6,63.96,64.17,62.5,61.57
6,63.96,64.17,62.5,61.57
6,62.4,62.38,62.5,58.8
6,62.6,62.62,62.5,56.94
6,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,62.6,62.62,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
6.1,63.85,64.05,62.5,56.94
5.8,63.85,64.05,62.5,56.94
5.8,63.85,64.05,62.5,56.94
5.8,63.85,64.05,62.5,56.94
5.8,63.85,64.05,62.5,56.94
5.8,65.1,65.48,62.5,56.94
5.8,65.1,65.48,62.5,56.94
5.8,65.1,65.48,62.5,56.94
5.8,65.1,65.48,62.5,56.94
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,52.31
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
5.8,60.94,62.5,50,46.76
