Date,Singapore GRI,United Kingdom GRI,United States GRI,Singapore CHI,United Kingdom CHI,United States CHI,Singapore ESI,United Kingdom ESI,United States ESI,Singapore SI,United Kingdom SI,United States SI
11/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
12/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
13/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
14/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
15/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
16/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
17/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
18/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
19/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
20/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
21/2/2021,66.56,83.96,66.35,61.79,81.67,66.9,100,100,62.5,50.93,87.96,68.06
22/2/2021,66.56,81.88,66.35,61.79,79.29,66.9,100,100,62.5,50.93,86.11,68.06
23/2/2021,66.56,81.88,66.35,61.79,79.29,66.9,100,100,62.5,50.93,86.11,68.06
24/2/2021,66.56,81.88,66.35,61.79,79.29,66.9,100,100,62.5,50.93,86.11,68.06
25/2/2021,66.56,81.88,66.35,61.79,79.29,66.9,100,100,62.5,50.93,86.11,68.06
26/2/2021,66.56,81.88,66.35,61.79,79.29,66.9,100,100,62.5,50.93,86.11,68.06
27/2/2021,66.56,81.88,67.6,61.79,79.29,68.33,100,100,62.5,50.93,86.11,68.06
28/2/2021,66.56,81.88,67.6,61.79,79.29,68.33,100,100,62.5,50.93,86.11,68.06
1/3/2021,66.56,81.88,67.6,61.79,79.29,68.33,100,100,62.5,50.93,86.11,68.06
2/3/2021,66.56,81.88,67.6,61.79,79.29,68.33,100,100,62.5,50.93,86.11,68.06
3/3/2021,66.56,81.88,67.6,61.79,79.29,68.33,100,100,62.5,50.93,86.11,68.06
4/3/2021,66.56,81.88,65.52,61.79,79.29,65.95,100,100,62.5,50.93,86.11,64.35
5/3/2021,66.56,81.88,65.52,61.79,79.29,65.95,100,100,62.5,50.93,86.11,64.35
6/3/2021,66.56,81.88,65.52,61.79,79.29,65.95,100,100,62.5,50.93,86.11,64.35
7/3/2021,66.56,81.88,65.52,61.79,79.29,65.95,100,100,62.5,50.93,86.11,64.35
8/3/2021,66.56,79.79,65.52,61.79,76.9,65.95,100,100,62.5,50.93,82.41,64.35
9/3/2021,66.56,79.79,65.52,61.79,76.9,65.95,100,100,62.5,50.93,82.41,64.35
10/3/2021,66.56,79.79,65.52,61.79,76.9,65.95,100,100,62.5,50.93,82.41,64.35
11/3/2021,66.56,79.79,65.52,61.79,76.9,65.95,100,100,62.5,50.93,82.41,64.35
12/3/2021,66.56,79.79,65.52,61.79,76.9,65.95,100,100,62.5,50.93,82.41,64.35
13/3/2021,66.56,77.71,65.52,61.79,74.52,65.95,100,100,62.5,50.93,80.56,64.35
14/3/2021,66.56,77.71,65.52,61.79,74.52,65.95,100,100,62.5,50.93,80.56,64.35
15/3/2021,66.56,76.67,65.52,61.79,73.33,65.95,100,100,62.5,50.93,78.7,64.35
16/3/2021,66.56,76.67,65.52,61.79,73.33,65.95,100,100,62.5,50.93,78.7,64.35
17/3/2021,66.56,77.92,65.52,61.79,74.76,65.95,100,100,62.5,50.93,78.7,64.35
18/3/2021,66.56,77.92,65.52,61.79,74.76,65.95,100,100,62.5,50.93,78.7,64.35
19/3/2021,66.56,77.92,65.52,61.79,74.76,65.95,100,100,62.5,50.93,78.7,64.35
20/3/2021,66.56,77.92,65.52,61.79,74.76,65.95,100,100,62.5,50.93,78.7,64.35
21/3/2021,66.56,77.92,65.52,61.79,74.76,65.95,100,100,62.5,50.93,78.7,64.35
22/3/2021,66.56,77.92,66.56,61.79,74.76,67.14,100,100,62.5,50.93,78.7,66.2
23/3/2021,66.56,77.92,63.96,61.79,74.76,64.17,100,100,62.5,50.93,78.7,61.57
24/3/2021,69.06,77.92,63.96,64.64,74.76,64.17,100,100,62.5,50.93,78.7,61.57
25/3/2021,69.06,77.92,63.96,64.64,74.76,64.17,100,100,62.5,50.93,78.7,61.57
26/3/2021,69.06,77.92,63.96,64.64,74.76,64.17,100,100,62.5,50.93,78.7,61.57
27/3/2021,69.06,73.23,63.96,64.64,69.4,64.17,100,100,62.5,50.93,70.37,61.57
28/3/2021,69.06,73.23,63.96,64.64,69.4,64.17,100,100,62.5,50.93,70.37,61.57
29/3/2021,69.06,73.23,62.4,64.64,69.4,62.38,100,100,62.5,50.93,70.37,58.8
30/3/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
31/3/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
1/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
2/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
3/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
4/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
5/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
6/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
7/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
8/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
9/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
10/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
11/4/2021,69.06,73.23,62.6,64.64,69.4,62.62,100,100,62.5,50.93,70.37,56.94
12/4/2021,69.06,68.02,62.6,64.64,63.45,62.62,100,100,62.5,50.93,61.11,56.94
13/4/2021,69.06,68.02,62.6,64.64,63.45,62.62,100,100,62.5,50.93,61.11,56.94
14/4/2021,69.06,68.02,62.6,64.64,63.45,62.62,100,100,62.5,50.93,61.11,56.94
15/4/2021,69.06,68.02,62.6,64.64,63.45,62.62,100,100,62.5,50.93,61.11,56.94
16/4/2021,69.06,68.02,62.6,64.64,63.45,62.62,100,100,62.5,50.93,61.11,56.94
17/4/2021,69.06,68.02,62.6,64.64,63.45,62.62,100,100,62.5,50.93,61.11,56.94
18/4/2021,69.06,68.02,62.6,64.64,63.45,62.62,100,100,62.5,50.93,61.11,56.94
19/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
20/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
21/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
22/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
23/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
24/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
25/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
26/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
27/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
28/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
29/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
30/4/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
1/5/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
2/5/2021,69.06,68.02,63.85,64.64,63.45,64.05,100,100,62.5,50.93,61.11,56.94
3/5/2021,69.06,67.24,63.85,64.64,62.56,64.05,100,100,62.5,50.93,59.72,56.94
4/5/2021,70.1,67.24,63.85,65.83,62.56,64.05,100,100,62.5,52.78,59.72,56.94
5/5/2021,70.1,67.24,65.1,65.83,62.56,65.48,100,100,62.5,52.78,59.72,56.94
6/5/2021,70.1,67.24,65.1,65.83,62.56,65.48,100,100,62.5,52.78,59.72,56.94
7/5/2021,70.1,67.24,65.1,65.83,62.56,65.48,100,100,62.5,52.78,59.72,56.94
8/5/2021,70.1,67.24,65.1,65.83,62.56,65.48,100,100,62.5,52.78,59.72,56.94
9/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
10/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
11/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
12/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
13/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
14/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
15/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
16/5/2021,70.1,67.24,60.94,65.83,62.56,62.5,100,100,50,52.78,59.72,52.31
17/5/2021,70.1,68.8,60.94,65.83,64.35,62.5,100,100,50,52.78,62.5,52.31
18/5/2021,70.1,68.8,60.94,65.83,64.35,62.5,100,100,50,52.78,62.5,52.31
19/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,52.31
20/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,52.31
21/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,52.31
22/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,52.31
23/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
24/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
25/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
26/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
27/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
28/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
29/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
30/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
31/5/2021,73.23,68.8,60.94,69.4,64.35,62.5,100,100,50,58.33,62.5,46.76
